latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
47.96679,-120.6064,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,h,2.0NRT,346.33,204.74,D
47.96707,-120.56983,352.8,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,294.46,66.14,D
47.96866,-120.48652,345.22,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,289.87,21.38,D
47.96872,-120.55471,356.47,0.48,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,287.63,108.65,D
47.96935,-120.48016,354.7,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.69,9.52,D
47.96976,-120.61323,348.05,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,296.81,16.79,D
47.96991,-120.57797,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,h,2.0NRT,326.98,184.22,D
47.97003,-120.47385,346.49,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,285.89,9.52,D
47.97078,-120.57001,355.18,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.18,66.14,D
47.97163,-120.56225,354.66,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,294.27,66.14,D
47.97276,-120.58594,313.69,0.47,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,322.22,78.13,D
47.97363,-120.57802,354.86,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,304.2,78.13,D
47.97367,-120.47474,345.02,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,285.62,9.52,D
47.9745,-120.57014,353.42,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,298.13,67.69,D
47.97738,-120.57785,354.04,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,304.96,78.13,D
47.98771,-120.58585,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,h,2.0NRT,298.15,21.03,D
47.99695,-120.50146,343.85,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,287.16,7.55,D
48.01026,-120.61787,348.39,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.96,12.1,D
48.01222,-120.53246,345.03,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,296.27,9.21,D
48.01366,-120.34811,338.43,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,289.95,11.27,D
48.01521,-120.60695,344.04,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,300.87,27.72,D
48.0175,-120.34747,351.35,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.17,11.27,D
48.01825,-120.44395,337.65,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,285.19,18.3,D
48.01875,-120.60849,305.17,0.47,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,307.81,27.72,D
48.01894,-120.4376,352.32,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,285.21,57.52,D
48.01936,-120.60301,354.36,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,312.4,27.72,D
48.01953,-120.39785,349.7,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,286.73,12.41,D
48.02025,-120.39125,345.17,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,286.01,12.41,D
48.02093,-120.41936,337.53,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,285.44,10.14,D
48.02132,-120.34703,335.19,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,287.56,12.66,D
48.02159,-120.41332,340.76,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,287.4,25.49,D
48.02181,-120.37695,331.8,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,287.92,7.63,D
48.02305,-120.80564,339.51,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,299.53,32.07,D
48.02333,-120.39754,354.46,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.1,11.43,D
48.02407,-120.39077,355.03,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.96,11.43,D
48.02471,-120.41916,345.85,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,286.71,10.14,D
48.02484,-120.38378,334.46,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,289.79,6.24,D
48.02568,-120.37608,347.04,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.51,6.24,D
48.02646,-120.4376,350.64,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,290.08,45.58,D
48.02713,-120.39723,344.3,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,285.78,11.43,D
48.02722,-120.43074,342.58,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.59,45.58,D
48.02791,-120.39014,337.28,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,290,11.43,D
48.02797,-120.79465,347.75,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.55,78.51,D
48.02851,-120.4188,337.53,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,286.34,8.63,D
48.0287,-120.38292,345.59,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,292.11,6.24,D
48.02874,-120.78762,351.84,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,288.02,12.46,D
48.02928,-120.446,347.99,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,296.29,73.52,D
48.0295,-120.78062,352.59,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,285.29,12.46,D
48.03094,-120.39689,342.77,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,289.62,7.56,D
48.03156,-120.79565,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,330.8,78.51,D
48.0317,-120.38995,349.39,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.5,7.56,D
48.03232,-120.78876,355.98,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.95,12.46,D
48.03234,-120.41831,349.09,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.32,8.63,D
48.03308,-120.78178,356.26,0.47,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,286.55,12.46,D
48.03312,-120.41126,340.24,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,290.16,13.81,D
48.03382,-120.77506,345.81,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,283.74,8.75,D
48.03386,-120.4386,351.08,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.34,18.64,D
48.03455,-120.76852,344.56,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,278.17,8.75,D
48.03512,-120.79692,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,h,2.0NRT,338.61,355.98,D
48.03594,-120.45367,344.58,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,292.66,17.46,D
48.03632,-120.68449,338.8,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,299.78,14.89,D
48.03664,-120.78313,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,325.27,359.85,D
48.03739,-120.77639,356.39,0.47,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,285.62,24.98,D
48.0381,-120.76991,350.64,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,279.67,24.98,D
48.03883,-120.76336,341.68,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,275.66,8.44,D
48.03941,-120.7916,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,h,2.0NRT,335.74,359.85,D
48.04019,-120.7846,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,h,2.0NRT,352.33,359.85,D
48.04075,-120.47022,336.21,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,275.1,9.08,D
48.04094,-120.77776,355.05,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,286.85,24.98,D
48.04154,-120.46269,335.16,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,280.07,7.42,D
48.04167,-120.77116,356.27,0.47,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,278.27,24.98,D
48.0424,-120.76456,342.91,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,277.36,8.44,D
48.04253,-120.46196,334.33,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,279.16,18.19,D
48.04283,-120.49267,340.55,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,285.27,15.69,D
48.04297,-120.79293,334.33,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,290.82,181.72,D
48.04342,-120.51553,335.78,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,287.62,8.51,D
48.04372,-120.7862,367,0.47,0.4,2026-08-02,2112,N20,VIIRS,l,2.0NRT,340.46,181.72,D
48.0445,-120.77915,353.49,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,288.52,42.67,D
48.04524,-120.77243,339.02,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,282.57,42.67,D
48.04598,-120.76569,338.76,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,280.03,5.67,D
48.04727,-120.78762,346.6,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,292.77,181.72,D
48.05232,-120.3963,354.4,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,302.87,9.27,D
48.05294,-120.39051,350.03,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,298.98,9.27,D
48.05356,-120.39623,350.78,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,306.41,33.26,D
48.05418,-120.39047,345.99,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,305.78,24.44,D
48.05587,-120.39828,342.81,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,304.94,33.3,D
48.0565,-120.39246,348.99,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,305.49,33.3,D
48.05745,-120.76262,338.93,0.47,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,293.54,6.93,D
48.05772,-120.39246,350.64,0.48,0.4,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.3,24.44,D
48.08091,-118.11265,336.65,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,300.41,16.01,D
48.08132,-118.10799,353.47,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,304.98,16.01,D
48.08496,-118.11345,355.5,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,302.96,11.2,D
48.08535,-118.10885,334.58,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,299.18,11.2,D
48.08613,-118.09993,339.54,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,294.56,4.59,D
48.08859,-118.11891,336.27,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.84,4.91,D
48.09018,-118.10061,343.05,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.03,4.59,D
48.10555,-118.15958,337.3,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.7,4.23,D
48.10567,-118.11156,332.17,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.83,5.18,D
48.10601,-118.15443,332.87,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.61,4.23,D
48.10839,-118.08044,351.52,0.4,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,298.98,11.74,D
48.11007,-118.15492,346.83,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,298.45,4.23,D
48.11054,-118.14961,339.11,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,296.81,9.4,D
48.111,-118.14431,339.83,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,298.71,9.4,D
48.11146,-118.13921,341.8,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.79,13.16,D
48.11385,-118.11207,333.94,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,302.09,15.71,D
48.11434,-118.10651,335.92,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,296.55,10.51,D
48.11462,-118.14981,349.96,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.07,5.75,D
48.1151,-118.1444,332.08,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,294.97,5.75,D
48.11557,-118.13923,348.69,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.67,7.87,D
48.11604,-118.13379,351.18,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.11,7.87,D
48.11747,-118.11759,337.03,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,303.18,19.5,D
48.11795,-118.11214,367,0.39,0.44,2026-08-02,2112,N20,VIIRS,h,2.0NRT,298.19,19.5,D
48.13151,-118.32578,335.77,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,298.64,13.12,D
48.13203,-118.32018,341.5,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.53,13.12,D
48.14675,-118.33755,342.61,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,294.55,28.58,D
48.1474,-118.34083,340.33,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,313.87,57.63,D
48.1479,-118.3352,355.31,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,302.03,16.78,D
48.14838,-118.32961,335.8,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,291.86,16.78,D
48.15071,-118.33871,345.36,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,313.77,28.58,D
48.15126,-118.33279,354.03,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,306,28.58,D
48.15136,-118.34221,353.44,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,317.25,57.63,D
48.15187,-118.33629,367,0.39,0.44,2026-08-02,2112,N20,VIIRS,h,2.0NRT,301.67,16.78,D
48.15532,-118.34347,344.39,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,294.34,5.72,D
48.19959,-118.78593,337.27,0.56,0.43,2026-08-02,2112,N20,VIIRS,l,2.0NRT,308.14,33.86,D
48.20417,-118.77988,344.11,0.56,0.43,2026-08-02,2112,N20,VIIRS,n,2.0NRT,300.21,13.91,D
48.2459,-118.15248,339.53,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,298.81,8.53,D
48.25953,-119.03098,350.11,0.54,0.42,2026-08-02,2112,N20,VIIRS,n,2.0NRT,306.53,29.25,D
48.26883,-118.26861,367,0.39,0.44,2026-08-02,2112,N20,VIIRS,h,2.0NRT,309.37,43.58,D
48.26927,-118.26353,340.7,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,299.04,43.58,D
48.27332,-118.264,351.84,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,310.45,43.58,D
48.27359,-119.04961,336.1,0.54,0.42,2026-08-02,2112,N20,VIIRS,n,2.0NRT,292.32,5.75,D
48.27378,-118.25873,353.04,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,303.02,24.39,D
48.27424,-118.2534,353.9,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,304.5,24.39,D
48.2747,-118.24806,348.85,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,306.89,25.33,D
48.27516,-118.24277,367,0.39,0.44,2026-08-02,2112,N20,VIIRS,h,2.0NRT,297.23,25.33,D
48.27782,-118.25923,352.53,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,315.45,38.53,D
48.27829,-118.25389,344.51,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,312.48,38.53,D
48.27876,-118.24851,350.69,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,314.69,24.42,D
48.27922,-118.24313,342.77,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,300.52,24.42,D
48.28574,-118.16782,341.39,0.39,0.44,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.02,5.08,D
48.30612,-119.08408,345.8,0.54,0.42,2026-08-02,2112,N20,VIIRS,n,2.0NRT,296.18,7.9,D
48.31387,-119.08579,330.71,0.54,0.42,2026-08-02,2112,N20,VIIRS,n,2.0NRT,295.17,4.01,D
48.32092,-119.13652,331.74,0.54,0.42,2026-08-02,2112,N20,VIIRS,n,2.0NRT,300.85,5.51,D
48.32479,-119.13742,332.14,0.54,0.42,2026-08-02,2112,N20,VIIRS,n,2.0NRT,297.81,5.51,D
48.33773,-119.12604,332.04,0.54,0.42,2026-08-02,2112,N20,VIIRS,n,2.0NRT,298.44,9.49,D
48.33839,-119.11917,355.31,0.54,0.42,2026-08-02,2112,N20,VIIRS,n,2.0NRT,302.45,9.49,D
48.4793,-114.83743,333.07,0.56,0.51,2026-08-02,2112,N20,VIIRS,n,2.0NRT,289.65,4.95,D
48.50905,-114.81927,356.13,0.56,0.51,2026-08-02,2112,N20,VIIRS,n,2.0NRT,292.27,17.77,D
48.50976,-114.81894,367,0.56,0.51,2026-08-02,2112,N20,VIIRS,h,2.0NRT,293.05,19.79,D
48.60056,-119.53398,338.17,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,292.67,8.35,D
48.60131,-119.52628,353.45,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,303.65,44.65,D
48.60436,-119.53502,347.3,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,305.07,73.5,D
48.60508,-119.52766,355.62,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,299.06,18.91,D
48.60589,-119.51926,367,0.53,0.42,2026-08-02,2114,N20,VIIRS,h,2.0NRT,294.04,18.91,D
48.60816,-119.53607,346.29,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,301.13,73.5,D
48.61127,-119.54417,330.73,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,299.14,59.81,D
48.61505,-119.54534,351.4,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,297.25,59.81,D
48.61816,-119.55346,305.36,0.52,0.42,2026-08-02,2114,N20,VIIRS,l,2.0NRT,306.53,72.51,D
48.61884,-119.54659,344.05,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,316.38,50.91,D
48.6196,-119.53887,354.41,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,300.07,50.91,D
48.62265,-119.5475,340.8,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,290.68,50.91,D
48.62341,-119.53977,352.8,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,303.79,50.91,D
48.6242,-119.53179,347.86,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,296.84,21.36,D
48.62724,-119.5405,343.81,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,298.4,17.39,D
48.62796,-119.49365,328,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,286.64,4.23,D
48.62803,-119.5326,354.52,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,305.24,16.97,D
48.62878,-119.52493,332.51,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,294.49,16.97,D
48.63108,-119.54121,334.03,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,291.99,17.39,D
48.63172,-119.65205,332.84,0.52,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,294.11,9.45,D
48.63176,-119.49474,343.56,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,293.37,18.19,D
48.63185,-119.53346,354.48,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,306,16.97,D
48.63259,-119.52598,332.1,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,292.65,16.97,D
48.63549,-119.65321,342.67,0.52,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,300.53,9.45,D
48.63556,-119.49591,348.74,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,302.03,18.19,D
48.63567,-119.53429,344.83,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,294.91,10.07,D
48.63934,-119.49718,351.59,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,306.56,118.1,D
48.6395,-119.53511,347.47,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,290.69,10.07,D
48.64021,-119.52793,331.59,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,288.18,10.07,D
48.64403,-119.52885,350.47,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,294.66,17.02,D
48.64622,-119.50674,329.56,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,298.39,23.32,D
48.64694,-119.4995,337.64,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,299.57,23.32,D
48.65005,-119.50761,328.55,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,297.11,23.32,D
48.65078,-119.50028,334.52,0.53,0.42,2026-08-02,2114,N20,VIIRS,l,2.0NRT,306.58,23.32,D
48.65388,-119.50845,333.22,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,293.34,35.54,D
48.65773,-119.50905,350.39,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,295.21,35.54,D
48.65847,-119.50159,341.94,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,299.88,35.54,D
48.68639,-119.82928,347.17,0.51,0.41,2026-08-02,2114,N20,VIIRS,n,2.0NRT,291.61,37.31,D
48.69013,-119.83045,349.12,0.51,0.41,2026-08-02,2114,N20,VIIRS,n,2.0NRT,301.8,54.29,D
48.77742,-119.46294,343.79,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,299.17,7.28,D
48.77817,-119.45542,335.48,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,302.38,5.27,D
48.77894,-119.44767,337.36,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,305.92,5.27,D
48.79551,-119.53477,351.26,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,304.24,38.92,D
48.79864,-119.54294,341.37,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,302.18,38.92,D
48.84379,-119.60083,344.56,0.53,0.42,2026-08-02,2114,N20,VIIRS,n,2.0NRT,314.18,89.23,D
48.93588,-116.54706,345.99,0.47,0.48,2026-08-02,2114,N20,VIIRS,n,2.0NRT,295.52,14.91,D
48.93642,-116.54547,350.9,0.47,0.48,2026-08-02,2114,N20,VIIRS,n,2.0NRT,294.72,16.15,D
49.11795,-115.59422,350.88,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,310.43,139.22,D
49.71436,-116.12769,338.45,0.5,0.49,2026-08-02,2114,N20,VIIRS,n,2.0NRT,289.81,13.87,D
49.71561,-116.12811,337.96,0.5,0.49,2026-08-02,2114,N20,VIIRS,n,2.0NRT,289.28,6.05,D
49.74031,-115.80611,339.82,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,298.53,6.03,D
49.7449,-115.80676,339.77,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,299.02,8.3,D
49.74948,-115.80746,339.67,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,301.54,8.3,D
49.74993,-115.8002,341.74,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,298.71,8.3,D
49.75451,-115.80094,329.64,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,298,6.04,D
49.75956,-115.79417,338.82,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,302.52,10.16,D
49.76415,-115.79486,344.43,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,303.88,6.94,D
49.76875,-115.79545,328.87,0.52,0.5,2026-08-02,2114,N20,VIIRS,n,2.0NRT,298.1,6.94,D
49.7736,-121.35181,341.6,0.47,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,294.19,11.15,D
49.77778,-121.3484,331.85,0.47,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,290.3,2.8,D
49.77782,-121.34718,334.15,0.47,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,289.66,11.15,D
49.77907,-121.3366,329.72,0.47,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,301.01,41.96,D
49.77912,-121.33546,334.33,0.47,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,307.91,54.61,D
49.77966,-121.33118,335.04,0.47,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,297.51,41.96,D
49.77972,-121.33003,333.54,0.47,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,290.11,33.29,D
50.50139,-117.20185,337.09,0.46,0.47,2026-08-02,2114,N20,VIIRS,n,2.0NRT,286.54,5.72,D
50.93182,-113.94126,367,0.32,0.55,2026-08-02,2114,N20,VIIRS,h,2.0NRT,300.3,7.77,D
51.184,-122.18766,342.69,0.46,0.39,2026-08-02,2114,N20,VIIRS,n,2.0NRT,291.38,24.34,D
51.18481,-122.18061,348.56,0.46,0.39,2026-08-02,2114,N20,VIIRS,n,2.0NRT,286.92,24.34,D
51.1876,-122.18832,352.76,0.46,0.39,2026-08-02,2114,N20,VIIRS,n,2.0NRT,290.77,24.34,D
51.18842,-122.18121,344.86,0.46,0.39,2026-08-02,2114,N20,VIIRS,n,2.0NRT,284.02,24.34,D
51.30225,-121.40919,346.3,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,288.97,13.85,D
51.30302,-121.43792,350.49,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,297.01,12.28,D
51.30375,-121.43101,351.34,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,290.56,12.28,D
51.30519,-121.41713,344.02,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,293.09,17.95,D
51.30592,-121.41018,342.04,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,287.96,13.85,D
51.30672,-121.47443,350.84,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,296.91,13.82,D
51.30741,-121.43198,356.2,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,295.17,17.15,D
51.30814,-121.42506,330.61,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,289.86,5.04,D
51.30818,-121.46057,348.42,0.48,0.4,2026-08-02,2114,N20,VIIRS,n,2.0NRT,297.75,27.71,D
